_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
IDR versus USD 2020/06/08 NDF,,,,0.00,-37.30,,,,,,"-127,067,500,000.00","446,878.96",,,0.90,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2020/06/08 NDF,,,,,,,,,,,"239,868.00",AVTHG003,NDF,USD,,0.00,,70270488,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 06/18/2020 Call @14990.0,,,"-77,529.66",103.31,"1,439,498.52",,,,,,"-25,000,000.00","-3,172,252.40","14,990.00",,0.84,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 06/18/2020 Call @14990.0,,47.08,,,,,,,"1,177,095,149.29",,"239,999.00",AVTHG003,FX option,USD,,0.13,,70271500,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 06/18/2020 Put @14990.0,,,"-77,529.66",833.95,"-337,736.01",,,,,,"-25,000,000.00","-286,933.13","14,990.00",,-0.16,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 06/18/2020 Put @14990.0,,47.08,,,,,,,"1,177,095,149.29",,"240,000.00",AVTHG003,FX option,USD,,0.01,,70271502,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2020/06/22 NDF,,,,0.00,-143.58,,,,,,"-480,290,000,000.00","1,247,623.58",,,0.90,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2020/06/22 NDF,,,,,,,,,,,"240,001.00",AVTHG003,NDF,USD,,0.00,,70271503,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2019/05/31 NDF,,,,0.00,-39.79,,,,,,"-299,300,000,000.00","1,135,107.04",,,0.96,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2019/05/31 NDF,,,,,,,,,,,"240,988.00",AVTHG003,NDF,USD,,0.00,,70284964,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 06/18/2020 Call @15200.0,,,"-171,838.75",529.08,"2,765,658.08",,,,,,"-50,000,000.00","-5,855,390.69","15,200.00",,0.81,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 06/18/2020 Call @15200.0,,52.18,,,,,,,"2,608,944,119.19",,"241,504.00",AVTHG003,FX option,USD,,0.12,,70291492,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 06/18/2020 Put @15200.0,,,"-171,838.75","1,833.44","-838,980.95",,,,,,"-50,000,000.00","-704,376.28","15,200.00",,-0.19,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 06/18/2020 Put @15200.0,,52.18,,,,,,,"2,608,944,119.19",,"241,505.00",AVTHG003,FX option,USD,,0.01,,70291494,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2019/05/21 NDF,,,,0.00,-139.92,,,,,,"-1,090,560,000,000.00","1,137,608.64",,,0.96,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2019/05/21 NDF,,,,,,,,,,,"244,731.00",AVTHG003,NDF,USD,,0.00,,70332265,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2019/01/03 NDF,,,,0.00,0.06,,,,,,"1,145,000,000.00",-605.51,,,0.98,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2019/01/03 NDF,,,,,,,,,,,"245,162.00",AVTHG003,NDF,USD,,0.00,,70336130,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2019/07/03 NDF,,,,0.00,-25.24,,,,,,"-171,220,000,000.00","519,767.46",,,0.95,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2019/07/03 NDF,,,,,,,,,,,"245,164.00",AVTHG003,NDF,USD,,0.00,,70336131,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 07/05/2019 Call @15150.0,,,"131,828.34","-2,639.11","-1,220,304.58",,,,,,"50,000,000.00","3,197,978.62","15,150.00",,0.72,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 07/05/2019 Call @15150.0,,40.03,,,,,,"2,001,485,599.70",,,"246,240.00",AVTHG003,FX option,USD,,0.06,,70344636,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
IDR versus USD 2019/07/09 NDF,,,,0.00,-5.39,,,,,,"-35,955,000,000.00","98,716.61",,,0.95,,1.00,1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,IDR versus USD 2019/07/09 NDF,,,,,,,,,,,"246,241.00",AVTHG003,NDF,USD,,0.00,,70344637,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 07/05/2019 Put @15150.0,,,"131,828.34","-3,294.01","533,245.52",,,,,,"50,000,000.00","611,753.55","15,150.00",,-0.28,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 07/05/2019 Put @15150.0,,40.03,,,,,,"2,001,485,599.70",,,"246,243.00",AVTHG003,FX option,USD,,0.01,,70344639,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 07/05/2019 Call @17770.0,,,"-262,796.45","9,536.28","467,230.12",,,,,,"-112,500,000.00","-1,368,401.23","17,770.00",,0.12,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 07/05/2019 Call @17770.0,,35.47,,,,,,,"3,989,910,646.12",,"246,244.00",AVTHG003,FX option,USD,,0.01,,70344641,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
USD/IDR 07/05/2019 Put @13115.0,,,"-23,952.12",631.72,"-39,432.30",,,,,,"-112,500,000.00","-30,421.78","13,115.00",,-0.01,,1.00,1.00,,,0.00,0.00,,1.00,Exchange Rate Options,USD/IDR 07/05/2019 Put @13115.0,,3.23,,,,,,,"363,653,417.05",,"246,245.00",AVTHG003,FX option,USD,,0.00,,70344643,/1/11455/11457/11464/14035/14356/19255/25917/17515/14337
